time,ground_pelvis_0,ground_pelvis_1,ground_pelvis_2,ground_pelvis_4,hip_r_0,hip_r_1,knee_r_0,ankle_r_0,hip_l_0,hip_l_1,knee_l_0,ankle_l_0
0.0,-0.00035874864617188487,-0.032239932349702224,0.06396407111947401,0.9289733610847637,0.1893366183031054,0.03711235975311735,-0.18708635024670148,0.019233287717024438,0.07293396770293577,-0.06663618901311398,-0.9398314952641048,-0.34020009631440123
0.006577670000000008,-0.0001744197109173351,-0.03050924116910366,0.06509187253293465,0.9301332444485929,0.17707943376350388,0.036438050733474135,-0.181627159262428,0.024601374681224718,0.09257870411123184,-0.06472660143533851,-0.9537430186155551,-0.31326252099468704
0.016249999999999987,-0.0005451841160699341,-0.0272285572722961,0.06577196041878826,0.9317515395590946,0.16001152223962414,0.03514891066041002,-0.17405120695973836,0.03352894236067605,0.12125719740463546,-0.06107744310371413,-0.9690667018770107,-0.2787854217998558
0.025749999999999995,-0.0014609165959270974,-0.021936044504444255,0.06503875650378686,0.933212418219996,0.1441970693078163,0.03209781883642937,-0.16723129202163908,0.04339330622850558,0.14881336925694078,-0.05512656856412485,-0.9795407120028555,-0.24026321351503913
0.035250000000000004,-0.0024765439758839443,-0.01554019930807404,0.06358724991115507,0.934553067137329,0.12871426989929688,0.028110331778298334,-0.16043477543066953,0.050826681158545294,0.17553836452847077,-0.048047187295169144,-0.9859135558272443,-0.20215945121781567
0.04475000000000001,-0.003289225665480805,-0.008653677543417676,0.06172716523206452,0.9357767429505338,0.11314627626049849,0.02378871131141889,-0.15358644825674508,0.0584694504901794,0.20103736401685018,-0.04062580600344514,-0.9877344920629982,-0.17227474279586918
0.05399999999999963,-0.003768208465316129,-0.0015589721886030592,0.059555273648780604,0.9368488849659056,0.09771295555102508,0.01922781478491135,-0.14668100964600464,0.06523969031237621,0.22437343388579378,-0.03313427932781039,-0.9848952793413512,-0.1519753352534567
0.06349999999999964,-0.004144768311745924,0.005981170567925233,0.05692257344293133,0.9377870129923278,0.08184491141655982,0.014169861441467002,-0.13942968989749127,0.07199335310696352,0.2469254692268042,-0.025200106813779717,-0.9774883848064049,-0.13558642851108846
0.0729999999999997,-0.0042004110974329665,0.01353215881414004,0.05401867714959092,0.9385607073011758,0.06568265687045156,0.008832036653758101,-0.13186389353188063,0.07836387852981866,0.2677308347430875,-0.017146116056788455,-0.9654583053435233,-0.12097038263768545
0.08249999999999977,-0.0037363913572962372,0.02074444466688957,0.051049026887610635,0.9391753807249021,0.04897979769256418,0.003486865422223832,-0.1239605067590312,0.0844973968132044,0.28660897436085503,-0.009203861887157154,-0.948830132976217,-0.10789084607155086
0.09199999999999983,-0.0027103708030731346,0.027404706624101983,0.04805914287225549,0.9396283448685012,0.031724244686412335,-0.001686506999293707,-0.11588245930813328,0.09106083874208915,0.30352413079165164,-0.0015058922630602348,-0.9276318386538609,-0.09637739491241425
0.1014999999999999,-0.0012178806673051672,0.033416648680988176,0.04496193762475598,0.9399090097828771,0.01405650819662709,-0.006622271192587118,-0.1077286613808461,0.09769175835016158,0.3185182974346848,0.005886904449201444,-0.9019576008456595,-0.0845768819748769
